Date,Symbol,Close
2025-12-15,COALINDIA,374.43194580078125
2025-12-16,COALINDIA,371.65618896484375
2025-12-17,COALINDIA,374.7240905761719
2025-12-18,COALINDIA,375.2597351074219
2025-12-19,COALINDIA,375.5519714355469
2025-12-22,COALINDIA,376.1850280761719
2025-12-23,COALINDIA,389.9662780761719
2025-12-24,COALINDIA,391.865478515625
2025-12-26,COALINDIA,391.670654296875
2025-12-29,COALINDIA,390.2097473144531
2025-12-30,COALINDIA,387.6288146972656
2025-12-31,COALINDIA,388.6027526855469
2026-01-01,COALINDIA,390.0150146484375
2026-01-02,COALINDIA,416.74969482421875
2026-01-05,COALINDIA,416.3114318847656
2026-01-06,COALINDIA,415.92181396484375
2026-01-07,COALINDIA,420.4019775390625
2026-01-08,COALINDIA,414.16876220703125
2026-01-09,COALINDIA,407.44854736328125
2026-01-12,COALINDIA,421.0350036621094
2026-01-13,COALINDIA,417.7236328125
2026-01-14,COALINDIA,420.9376525878906
2026-01-15,COALINDIA,420.9376525878906
2026-01-16,COALINDIA,419.7689208984375
2026-01-19,COALINDIA,418.9410705566406
2026-01-20,COALINDIA,404.47802734375
2026-01-21,COALINDIA,403.2605895996094
2026-01-22,COALINDIA,412.17218017578125
2026-01-23,COALINDIA,407.49725341796875
2026-01-27,COALINDIA,411.8799743652344
2026-01-28,COALINDIA,432.47882080078125
2026-01-29,COALINDIA,443.87396240234375
2026-01-30,COALINDIA,429.26483154296875
2026-02-02,COALINDIA,412.46435546875
2026-02-03,COALINDIA,418.2106018066406
2026-02-04,COALINDIA,423.5672912597656
2026-02-05,COALINDIA,420.5967712402344
2026-02-06,COALINDIA,421.52197265625
2026-02-09,COALINDIA,420.45068359375
2026-02-10,COALINDIA,419.72021484375
2026-02-11,COALINDIA,412.22088623046875
2026-02-12,COALINDIA,408.2276916503906
2026-02-13,COALINDIA,398.29351806640625
2026-02-16,COALINDIA,411.49041748046875
2026-02-17,COALINDIA,410.5651550292969
2026-02-18,COALINDIA,412.4894714355469
2026-02-19,COALINDIA,410.6638488769531
2026-02-20,COALINDIA,417.9662780761719
2026-02-23,COALINDIA,420.3840026855469
2026-02-24,COALINDIA,425.26873779296875
2026-02-25,COALINDIA,432.8179016113281
2026-02-26,COALINDIA,427.7851257324219
2026-02-27,COALINDIA,424.9726867675781
2026-03-02,COALINDIA,420.6307067871094
2026-03-04,COALINDIA,429.4133605957031
2026-03-05,COALINDIA,443.4754943847656
2026-03-06,COALINDIA,434.64349365234375
2026-03-09,COALINDIA,431.8804016113281
2026-03-10,COALINDIA,437.7026062011719
2026-03-11,COALINDIA,440.8604431152344
2026-03-12,COALINDIA,463.9026184082031
2026-03-13,COALINDIA,460.8434753417969
2026-03-16,COALINDIA,454.2318115234375
2026-03-17,COALINDIA,456.1560974121094
2026-03-18,COALINDIA,449.1990661621094
2026-03-19,COALINDIA,448.2122497558594
2026-03-20,COALINDIA,461.97833251953125
2026-03-23,COALINDIA,449.2483825683594
2026-03-24,COALINDIA,436.2717590332031
2026-03-25,COALINDIA,437.8506774902344
2026-03-27,COALINDIA,439.1828308105469
2026-03-30,COALINDIA,444.5116882324219
2026-04-01,COALINDIA,443.4754943847656
2026-04-02,COALINDIA,443.4261779785156
2026-04-06,COALINDIA,453.49169921875
2026-04-07,COALINDIA,456.8962097167969
2026-04-08,COALINDIA,443.3274841308594
2026-04-09,COALINDIA,448.1135559082031
2026-04-10,COALINDIA,428.3772277832031
2026-04-13,COALINDIA,429.3640441894531
2026-04-15,COALINDIA,430.0547790527344
2026-04-16,COALINDIA,427.0450134277344
2026-04-17,COALINDIA,432.9659118652344
2026-04-20,COALINDIA,435.9263610839844
2026-04-21,COALINDIA,437.3078918457031
2026-04-22,COALINDIA,438.2947082519531
2026-04-23,COALINDIA,444.7090148925781
2026-04-24,COALINDIA,449.9884948730469
2026-04-27,COALINDIA,446.5346374511719
2026-04-28,COALINDIA,460.8434753417969
2026-04-29,COALINDIA,473.57342529296875
2026-04-30,COALINDIA,475.1029968261719
2026-05-01,COALINDIA,475.1029968261719
2026-05-04,COALINDIA,473.6227722167969
2026-05-05,COALINDIA,466.3696594238281
2026-05-06,COALINDIA,464.0013122558594
2026-05-07,COALINDIA,460.4980773925781
2026-05-08,COALINDIA,450.3832092285156
2026-05-11,COALINDIA,458.3271179199219
2026-05-12,COALINDIA,456.945556640625
2026-05-13,COALINDIA,456.1560974121094
2026-05-14,COALINDIA,448.0641784667969
2026-05-15,COALINDIA,456.1067810058594
2026-05-18,COALINDIA,456.0080871582031
2026-05-19,COALINDIA,450.9259948730469
2026-05-20,COALINDIA,452.6529235839844
2026-05-21,COALINDIA,454.1331481933594
2026-05-22,COALINDIA,450.53125
2026-05-25,COALINDIA,451.9621276855469
2026-05-26,COALINDIA,452.1101379394531
2026-05-27,COALINDIA,456.945556640625
2026-05-28,COALINDIA,456.945556640625
2026-05-29,COALINDIA,451.8634338378906
2026-06-01,COALINDIA,466.3696594238281
2026-06-02,COALINDIA,465.92559814453125
2026-06-03,COALINDIA,466.0736083984375
2026-06-04,COALINDIA,475.30035400390625
2026-06-05,COALINDIA,466.0736083984375
2026-06-08,COALINDIA,458.7711486816406
2026-06-09,COALINDIA,460.7447814941406
2026-06-10,COALINDIA,445.0544128417969
2026-06-11,COALINDIA,440.3177185058594
2026-06-12,COALINDIA,437.6532897949219
2026-06-15,COALINDIA,438.1960144042969
2026-06-16,COALINDIA,445.0050964355469
2026-06-17,COALINDIA,449.7417907714844
2026-06-18,COALINDIA,446.0412292480469
2026-06-19,COALINDIA,445.3504333496094
2026-06-22,COALINDIA,443.0807800292969
2026-06-23,COALINDIA,438.4920959472656
2026-06-24,COALINDIA,435.9263610839844
2026-06-25,COALINDIA,429.6600646972656
2026-06-26,COALINDIA,429.6600646972656
2026-06-29,COALINDIA,438.9855041503906
2026-06-30,COALINDIA,433.2619323730469
2026-07-01,COALINDIA,429.0186462402344
2026-07-02,COALINDIA,433.1139221191406
2026-07-03,COALINDIA,432.91656494140625
2026-07-06,COALINDIA,426.6502990722656
2026-07-07,COALINDIA,423.29510498046875
2026-07-08,COALINDIA,423.3937683105469
2026-07-09,COALINDIA,424.2325744628906
2026-07-10,COALINDIA,423.6404724121094
2026-07-13,COALINDIA,424.52862548828125
2026-07-14,COALINDIA,424.9233703613281
2026-07-15,COALINDIA,421.9135437011719
2026-07-16,COALINDIA,421.7161865234375
2026-07-17,COALINDIA,422.0122375488281
2026-07-20,COALINDIA,423.7391662597656
2026-07-21,COALINDIA,425.5647888183594
2026-07-22,COALINDIA,422.7523498535156
2026-07-23,COALINDIA,421.4201354980469
2026-07-24,COALINDIA,421.7655334472656
2026-07-27,COALINDIA,421.8642272949219
2026-07-28,COALINDIA,404.7429504394531
2026-07-29,COALINDIA,404.6442565917969
2026-07-30,COALINDIA,411.70001220703125
2026-07-31,COALINDIA,414.1499938964844
2026-08-03,COALINDIA,416.0
2026-08-04,COALINDIA,417.6000061035156
2026-08-05,COALINDIA,415.5
2026-08-06,COALINDIA,415.6000061035156
2026-08-07,COALINDIA,415.25
2026-08-10,COALINDIA,411.0
2026-08-11,COALINDIA,412.6000061035156
2026-08-12,COALINDIA,409.29998779296875
2026-08-13,COALINDIA,410.5
2026-08-14,COALINDIA,407.1000061035156
2026-08-17,COALINDIA,408.45001220703125
2026-08-18,COALINDIA,406.8999938964844
2026-08-19,COALINDIA,400.0
2026-08-20,COALINDIA,402.5
2026-08-21,COALINDIA,405.20001220703125
2026-08-24,COALINDIA,406.8999938964844
2026-08-25,COALINDIA,404.0
2026-08-26,COALINDIA,403.5
2026-08-17,DHOOTTRANS,1187.050048828125
2026-08-18,DHOOTTRANS,1305.75
2026-08-19,DHOOTTRANS,1404.050048828125
2026-08-20,DHOOTTRANS,1468.6500244140625
2026-08-21,DHOOTTRANS,1478.949951171875
2026-08-24,DHOOTTRANS,1443.4000244140625
2026-08-25,DHOOTTRANS,1521.75
2026-08-26,DHOOTTRANS,1575.550048828125
2026-08-19,SHIPROCKET,143.4499969482422
2026-08-20,SHIPROCKET,141.64999389648438
2026-08-21,SHIPROCKET,140.80999755859375
2026-08-24,SHIPROCKET,134.6699981689453
2026-08-25,SHIPROCKET,132.77000427246094
2026-08-26,SHIPROCKET,132.5
2024-08-26,NIFTY50,25010.599609375
2024-08-27,NIFTY50,25017.75
2024-08-28,NIFTY50,25052.349609375
2024-08-29,NIFTY50,25151.94921875
2024-08-30,NIFTY50,25235.900390625
2024-09-02,NIFTY50,25278.69921875
2024-09-03,NIFTY50,25279.849609375
2024-09-04,NIFTY50,25198.69921875
2024-09-05,NIFTY50,25145.099609375
2024-09-06,NIFTY50,24852.150390625
2024-09-09,NIFTY50,24936.400390625
2024-09-10,NIFTY50,25041.099609375
2024-09-11,NIFTY50,24918.44921875
2024-09-12,NIFTY50,25388.900390625
2024-09-13,NIFTY50,25356.5
2024-09-16,NIFTY50,25383.75
2024-09-17,NIFTY50,25418.55078125
2024-09-18,NIFTY50,25377.55078125
2024-09-19,NIFTY50,25415.80078125
2024-09-20,NIFTY50,25790.94921875
2024-09-23,NIFTY50,25939.05078125
2024-09-24,NIFTY50,25940.400390625
2024-09-25,NIFTY50,26004.150390625
2024-09-26,NIFTY50,26216.05078125
2024-09-27,NIFTY50,26178.94921875
2024-09-30,NIFTY50,25810.849609375
2024-10-01,NIFTY50,25796.900390625
2024-10-03,NIFTY50,25250.099609375
2024-10-04,NIFTY50,25014.599609375
2024-10-07,NIFTY50,24795.75
2024-10-08,NIFTY50,25013.150390625
2024-10-09,NIFTY50,24981.94921875
2024-10-10,NIFTY50,24998.44921875
2024-10-11,NIFTY50,24964.25
2024-10-14,NIFTY50,25127.94921875
2024-10-15,NIFTY50,25057.349609375
2024-10-16,NIFTY50,24971.30078125
2024-10-17,NIFTY50,24749.849609375
2024-10-18,NIFTY50,24854.05078125
2024-10-21,NIFTY50,24781.099609375
2024-10-22,NIFTY50,24472.099609375
2024-10-23,NIFTY50,24435.5
2024-10-24,NIFTY50,24399.400390625
2024-10-25,NIFTY50,24180.80078125
2024-10-28,NIFTY50,24339.150390625
2024-10-29,NIFTY50,24466.849609375
2024-10-30,NIFTY50,24340.849609375
2024-10-31,NIFTY50,24205.349609375
2024-11-01,NIFTY50,24304.349609375
2024-11-04,NIFTY50,23995.349609375
2024-11-05,NIFTY50,24213.30078125
2024-11-06,NIFTY50,24484.05078125
2024-11-07,NIFTY50,24199.349609375
2024-11-08,NIFTY50,24148.19921875
2024-11-11,NIFTY50,24141.30078125
2024-11-12,NIFTY50,23883.44921875
2024-11-13,NIFTY50,23559.05078125
2024-11-14,NIFTY50,23532.69921875
2024-11-18,NIFTY50,23453.80078125
2024-11-19,NIFTY50,23518.5
2024-11-21,NIFTY50,23349.900390625
2024-11-22,NIFTY50,23907.25
2024-11-25,NIFTY50,24221.900390625
2024-11-26,NIFTY50,24194.5
2024-11-27,NIFTY50,24274.900390625
2024-11-28,NIFTY50,23914.150390625
2024-11-29,NIFTY50,24131.099609375
2024-12-02,NIFTY50,24276.05078125
2024-12-03,NIFTY50,24457.150390625
2024-12-04,NIFTY50,24467.44921875
2024-12-05,NIFTY50,24708.400390625
2024-12-06,NIFTY50,24677.80078125
2024-12-09,NIFTY50,24619.0
2024-12-10,NIFTY50,24610.05078125
2024-12-11,NIFTY50,24641.80078125
2024-12-12,NIFTY50,24548.69921875
2024-12-13,NIFTY50,24768.30078125
2024-12-16,NIFTY50,24668.25
2024-12-17,NIFTY50,24336.0
2024-12-18,NIFTY50,24198.849609375
2024-12-19,NIFTY50,23951.69921875
2024-12-20,NIFTY50,23587.5
2024-12-23,NIFTY50,23753.44921875
2024-12-24,NIFTY50,23727.650390625
2024-12-26,NIFTY50,23750.19921875
2024-12-27,NIFTY50,23813.400390625
2024-12-30,NIFTY50,23644.900390625
2024-12-31,NIFTY50,23644.80078125
2025-01-01,NIFTY50,23742.900390625
2025-01-02,NIFTY50,24188.650390625
2025-01-03,NIFTY50,24004.75
2025-01-06,NIFTY50,23616.05078125
2025-01-07,NIFTY50,23707.900390625
2025-01-08,NIFTY50,23688.94921875
2025-01-09,NIFTY50,23526.5
2025-01-10,NIFTY50,23431.5
2025-01-13,NIFTY50,23085.94921875
2025-01-14,NIFTY50,23176.05078125
2025-01-15,NIFTY50,23213.19921875
2025-01-16,NIFTY50,23311.80078125
2025-01-17,NIFTY50,23203.19921875
2025-01-20,NIFTY50,23344.75
2025-01-21,NIFTY50,23024.650390625
2025-01-22,NIFTY50,23155.349609375
2025-01-23,NIFTY50,23205.349609375
2025-01-24,NIFTY50,23092.19921875
2025-01-27,NIFTY50,22829.150390625
2025-01-28,NIFTY50,22957.25
2025-01-29,NIFTY50,23163.099609375
2025-01-30,NIFTY50,23249.5
2025-01-31,NIFTY50,23508.400390625
2025-02-01,NIFTY50,23482.150390625
2025-02-03,NIFTY50,23361.05078125
2025-02-04,NIFTY50,23739.25
2025-02-05,NIFTY50,23696.30078125
2025-02-06,NIFTY50,23603.349609375
2025-02-07,NIFTY50,23559.94921875
2025-02-10,NIFTY50,23381.599609375
2025-02-11,NIFTY50,23071.80078125
2025-02-12,NIFTY50,23045.25
2025-02-13,NIFTY50,23031.400390625
2025-02-14,NIFTY50,22929.25
2025-02-17,NIFTY50,22959.5
2025-02-18,NIFTY50,22945.30078125
2025-02-19,NIFTY50,22932.900390625
2025-02-20,NIFTY50,22913.150390625
2025-02-21,NIFTY50,22795.900390625
2025-02-24,NIFTY50,22553.349609375
2025-02-25,NIFTY50,22547.55078125
2025-02-27,NIFTY50,22545.05078125
2025-02-28,NIFTY50,22124.69921875
2025-03-03,NIFTY50,22119.30078125
2025-03-04,NIFTY50,22082.650390625
2025-03-05,NIFTY50,22337.30078125
2025-03-06,NIFTY50,22544.69921875
2025-03-07,NIFTY50,22552.5
2025-03-10,NIFTY50,22460.30078125
2025-03-11,NIFTY50,22497.900390625
2025-03-12,NIFTY50,22470.5
2025-03-13,NIFTY50,22397.19921875
2025-03-17,NIFTY50,22508.75
2025-03-18,NIFTY50,22834.30078125
2025-03-19,NIFTY50,22907.599609375
2025-03-20,NIFTY50,23190.650390625
2025-03-21,NIFTY50,23350.400390625
2025-03-24,NIFTY50,23658.349609375
2025-03-25,NIFTY50,23668.650390625
2025-03-26,NIFTY50,23486.849609375
2025-03-27,NIFTY50,23591.94921875
2025-03-28,NIFTY50,23519.349609375
2025-04-01,NIFTY50,23165.69921875
2025-04-02,NIFTY50,23332.349609375
2025-04-03,NIFTY50,23250.099609375
2025-04-04,NIFTY50,22904.44921875
2025-04-07,NIFTY50,22161.599609375
2025-04-08,NIFTY50,22535.849609375
2025-04-09,NIFTY50,22399.150390625
2025-04-11,NIFTY50,22828.55078125
2025-04-15,NIFTY50,23328.55078125
2025-04-16,NIFTY50,23437.19921875
2025-04-17,NIFTY50,23851.650390625
2025-04-21,NIFTY50,24125.55078125
2025-04-22,NIFTY50,24167.25
2025-04-23,NIFTY50,24328.94921875
2025-04-24,NIFTY50,24246.69921875
2025-04-25,NIFTY50,24039.349609375
2025-04-28,NIFTY50,24328.5
2025-04-29,NIFTY50,24335.94921875
2025-04-30,NIFTY50,24334.19921875
2025-05-02,NIFTY50,24346.69921875
2025-05-05,NIFTY50,24461.150390625
2025-05-06,NIFTY50,24379.599609375
2025-05-07,NIFTY50,24414.400390625
2025-05-08,NIFTY50,24273.80078125
2025-05-09,NIFTY50,24008.0
2025-05-12,NIFTY50,24924.69921875
2025-05-13,NIFTY50,24578.349609375
2025-05-14,NIFTY50,24666.900390625
2025-05-15,NIFTY50,25062.099609375
2025-05-16,NIFTY50,25019.80078125
2025-05-19,NIFTY50,24945.44921875
2025-05-20,NIFTY50,24683.900390625
2025-05-21,NIFTY50,24813.44921875
2025-05-22,NIFTY50,24609.69921875
2025-05-23,NIFTY50,24853.150390625
2025-05-26,NIFTY50,25001.150390625
2025-05-27,NIFTY50,24826.19921875
2025-05-28,NIFTY50,24752.44921875
2025-05-29,NIFTY50,24833.599609375
2025-05-30,NIFTY50,24750.69921875
2025-06-02,NIFTY50,24716.599609375
2025-06-03,NIFTY50,24542.5
2025-06-04,NIFTY50,24620.19921875
2025-06-05,NIFTY50,24750.900390625
2025-06-06,NIFTY50,25003.05078125
2025-06-09,NIFTY50,25103.19921875
2025-06-10,NIFTY50,25104.25
2025-06-11,NIFTY50,25141.400390625
2025-06-12,NIFTY50,24888.19921875
2025-06-13,NIFTY50,24718.599609375
2025-06-16,NIFTY50,24946.5
2025-06-17,NIFTY50,24853.400390625
2025-06-18,NIFTY50,24812.05078125
2025-06-19,NIFTY50,24793.25
2025-06-20,NIFTY50,25112.400390625
2025-06-23,NIFTY50,24971.900390625
2025-06-24,NIFTY50,25044.349609375
2025-06-25,NIFTY50,25244.75
2025-06-26,NIFTY50,25549.0
2025-06-27,NIFTY50,25637.80078125
2025-06-30,NIFTY50,25517.05078125
2025-07-01,NIFTY50,25541.80078125
2025-07-02,NIFTY50,25453.400390625
2025-07-03,NIFTY50,25405.30078125
2025-07-04,NIFTY50,25461.0
2025-07-07,NIFTY50,25461.30078125
2025-07-08,NIFTY50,25522.5
2025-07-09,NIFTY50,25476.099609375
2025-07-10,NIFTY50,25355.25
2025-07-11,NIFTY50,25149.849609375
2025-07-14,NIFTY50,25082.30078125
2025-07-15,NIFTY50,25195.80078125
2025-07-16,NIFTY50,25212.05078125
2025-07-17,NIFTY50,25111.44921875
2025-07-18,NIFTY50,24968.400390625
2025-07-21,NIFTY50,25090.69921875
2025-07-22,NIFTY50,25060.900390625
2025-07-23,NIFTY50,25219.900390625
2025-07-24,NIFTY50,25062.099609375
2025-07-25,NIFTY50,24837.0
2025-07-28,NIFTY50,24680.900390625
2025-07-29,NIFTY50,24821.099609375
2025-07-30,NIFTY50,24855.05078125
2025-07-31,NIFTY50,24768.349609375
2025-08-01,NIFTY50,24565.349609375
2025-08-04,NIFTY50,24722.75
2025-08-05,NIFTY50,24649.55078125
2025-08-06,NIFTY50,24574.19921875
2025-08-07,NIFTY50,24596.150390625
2025-08-08,NIFTY50,24363.30078125
2025-08-11,NIFTY50,24585.05078125
2025-08-12,NIFTY50,24487.400390625
2025-08-13,NIFTY50,24619.349609375
2025-08-14,NIFTY50,24631.30078125
2025-08-18,NIFTY50,24876.94921875
2025-08-19,NIFTY50,24980.650390625
2025-08-20,NIFTY50,25050.55078125
2025-08-21,NIFTY50,25083.75
2025-08-22,NIFTY50,24870.099609375
2025-08-25,NIFTY50,24967.75
2025-08-26,NIFTY50,24712.05078125
2025-08-28,NIFTY50,24500.900390625
2025-08-29,NIFTY50,24426.849609375
2025-09-01,NIFTY50,24625.05078125
2025-09-02,NIFTY50,24579.599609375
2025-09-03,NIFTY50,24715.05078125
2025-09-04,NIFTY50,24734.30078125
2025-09-05,NIFTY50,24741.0
2025-09-08,NIFTY50,24773.150390625
2025-09-09,NIFTY50,24868.599609375
2025-09-10,NIFTY50,24973.099609375
2025-09-11,NIFTY50,25005.5
2025-09-12,NIFTY50,25114.0
2025-09-15,NIFTY50,25069.19921875
2025-09-16,NIFTY50,25239.099609375
2025-09-17,NIFTY50,25330.25
2025-09-18,NIFTY50,25423.599609375
2025-09-19,NIFTY50,25327.05078125
2025-09-22,NIFTY50,25202.349609375
2025-09-23,NIFTY50,25169.5
2025-09-24,NIFTY50,25056.900390625
2025-09-25,NIFTY50,24890.849609375
2025-09-26,NIFTY50,24654.69921875
2025-09-29,NIFTY50,24634.900390625
2025-09-30,NIFTY50,24611.099609375
2025-10-01,NIFTY50,24836.30078125
2025-10-03,NIFTY50,24894.25
2025-10-06,NIFTY50,25077.650390625
2025-10-07,NIFTY50,25108.30078125
2025-10-08,NIFTY50,25046.150390625
2025-10-09,NIFTY50,25181.80078125
2025-10-10,NIFTY50,25285.349609375
2025-10-13,NIFTY50,25227.349609375
2025-10-14,NIFTY50,25145.5
2025-10-15,NIFTY50,25323.55078125
2025-10-16,NIFTY50,25585.30078125
2025-10-17,NIFTY50,25709.849609375
2025-10-20,NIFTY50,25843.150390625
2025-10-21,NIFTY50,25868.599609375
2025-10-23,NIFTY50,25891.400390625
2025-10-24,NIFTY50,25795.150390625
2025-10-27,NIFTY50,25966.05078125
2025-10-28,NIFTY50,25936.19921875
2025-10-29,NIFTY50,26053.900390625
2025-10-30,NIFTY50,25877.849609375
2025-10-31,NIFTY50,25722.099609375
2025-11-03,NIFTY50,25763.349609375
2025-11-04,NIFTY50,25597.650390625
2025-11-06,NIFTY50,25509.69921875
2025-11-07,NIFTY50,25492.30078125
2025-11-10,NIFTY50,25574.349609375
2025-11-11,NIFTY50,25694.94921875
2025-11-12,NIFTY50,25875.80078125
2025-11-13,NIFTY50,25879.150390625
2025-11-14,NIFTY50,25910.05078125
2025-11-17,NIFTY50,26013.44921875
2025-11-18,NIFTY50,25910.05078125
2025-11-19,NIFTY50,26052.650390625
2025-11-20,NIFTY50,26192.150390625
2025-11-21,NIFTY50,26068.150390625
2025-11-24,NIFTY50,25959.5
2025-11-25,NIFTY50,25884.80078125
2025-11-26,NIFTY50,26205.30078125
2025-11-27,NIFTY50,26215.55078125
2025-11-28,NIFTY50,26202.94921875
2025-12-01,NIFTY50,26175.75
2025-12-02,NIFTY50,26032.19921875
2025-12-03,NIFTY50,25986.0
2025-12-04,NIFTY50,26033.75
2025-12-05,NIFTY50,26186.44921875
2025-12-08,NIFTY50,25960.55078125
2025-12-09,NIFTY50,25839.650390625
2025-12-10,NIFTY50,25758.0
2025-12-11,NIFTY50,25898.55078125
2025-12-12,NIFTY50,26046.94921875
2025-12-15,NIFTY50,26027.30078125
2025-12-16,NIFTY50,25860.099609375
2025-12-17,NIFTY50,25818.55078125
2025-12-18,NIFTY50,25815.55078125
2025-12-19,NIFTY50,25966.400390625
2025-12-22,NIFTY50,26172.400390625
2025-12-23,NIFTY50,26177.150390625
2025-12-24,NIFTY50,26142.099609375
2025-12-26,NIFTY50,26042.30078125
2025-12-29,NIFTY50,25942.099609375
2025-12-30,NIFTY50,25938.849609375
2025-12-31,NIFTY50,26129.599609375
2026-01-01,NIFTY50,26146.55078125
2026-01-02,NIFTY50,26328.55078125
2026-01-05,NIFTY50,26250.30078125
2026-01-06,NIFTY50,26178.69921875
2026-01-07,NIFTY50,26140.75
2026-01-08,NIFTY50,25876.849609375
2026-01-09,NIFTY50,25683.30078125
2026-01-12,NIFTY50,25790.25
2026-01-13,NIFTY50,25732.30078125
2026-01-14,NIFTY50,25665.599609375
2026-01-16,NIFTY50,25694.349609375
2026-01-19,NIFTY50,25585.5
2026-01-20,NIFTY50,25232.5
2026-01-21,NIFTY50,25157.5
2026-01-22,NIFTY50,25289.900390625
2026-01-23,NIFTY50,25048.650390625
2026-01-27,NIFTY50,25175.400390625
2026-01-28,NIFTY50,25342.75
2026-01-29,NIFTY50,25418.900390625
2026-01-30,NIFTY50,25320.650390625
2026-02-02,NIFTY50,25088.400390625
2026-02-03,NIFTY50,25727.55078125
2026-02-04,NIFTY50,25776.0
2026-02-05,NIFTY50,25642.80078125
2026-02-06,NIFTY50,25693.69921875
2026-02-09,NIFTY50,25867.30078125
2026-02-10,NIFTY50,25935.150390625
2026-02-11,NIFTY50,25953.849609375
2026-02-12,NIFTY50,25807.19921875
2026-02-13,NIFTY50,25471.099609375
2026-02-16,NIFTY50,25682.75
2026-02-17,NIFTY50,25725.400390625
2026-02-18,NIFTY50,25819.349609375
2026-02-19,NIFTY50,25454.349609375
2026-02-20,NIFTY50,25571.25
2026-02-23,NIFTY50,25713.0
2026-02-24,NIFTY50,25424.650390625
2026-02-25,NIFTY50,25482.5
2026-02-26,NIFTY50,25496.55078125
2026-02-27,NIFTY50,25178.650390625
2026-03-02,NIFTY50,24865.69921875
2026-03-04,NIFTY50,24480.5
2026-03-05,NIFTY50,24765.900390625
2026-03-06,NIFTY50,24450.44921875
2026-03-09,NIFTY50,24028.05078125
2026-03-10,NIFTY50,24261.599609375
2026-03-11,NIFTY50,23866.849609375
